roc_auc,pr_auc,brier_score,model,n
0.890537222898417,0.5311412278226691,0.13121861313981908,reduced_gradient_boosted_trees,91543
0.8882772607714714,0.5129017011801646,0.13268025014180784,reduced_logistic_elastic_net,91543
0.8871656931055618,0.516366615285152,0.07469397286397869,reduced_random_forest,91543
0.8624097849383751,0.44554839531592005,0.06344065303811645,apache_4a_hospital_death_prob,81251
