model,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,brier_score_mean,brier_score_std,inner_best_roc_auc_mean,inner_best_roc_auc_std
tuned_logistic_lasso,0.8025209684302096,0.0059201484349322925,0.3883454135668926,0.005431873511318154,0.17320729822035089,0.002054367549760458,0.8025339137359351,0.001249547508638311
tuned_logistic_ridge,0.802494590348253,0.0059485540321909045,0.3883430923598209,0.005428450599393449,0.17316888069152733,0.0020570040259467156,0.8025268756855585,0.0012417027025718747
tuned_logistic_elastic_net,0.8024679219375186,0.005858119220888642,0.38828888339419676,0.005093483370531227,0.17325850291182926,0.002113155384100874,0.8024922521156169,0.0012527577282017358
