model,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,brier_score_mean,brier_score_std
gradient_boosted_trees,0.8915588443993135,0.005342540657963416,0.5368315576362759,0.007191584030322966,0.13052583057489264,0.0012401431732144553
random_forest,0.8873616919353893,0.005007353265025845,0.5130410557371018,0.00847619263905527,0.07890284921415797,0.0009429391858094541
