roc_auc,pr_auc,brier_score,model,n
0.8943750460287694,0.5325985921256525,0.12699678727406147,logistic_elastic_net,91543
0.8915195660742096,0.5367272427129032,0.13052581559076826,gradient_boosted_trees,91543
0.8873381234487508,0.5125196601007498,0.078902848074671,random_forest,91543
0.8624097849383751,0.44554839531592005,0.06344065303811645,apache_4a_hospital_death_prob,81251
